obj_num,troupe1,troupe2,troupe3,troupe4
 ht2001499,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001500,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001501,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001502,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001503,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001450,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001423,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001442,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001452,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004931,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001428,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001588,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001695,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001696,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001697,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001404,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001615,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001618,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001747,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001748,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001478,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001486,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004942,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001735,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001736,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004960,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001756,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001757,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001758,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001515,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004944,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001808,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001809,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001421,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001563,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001564,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001479,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001480,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001729,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001731,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001482,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001406,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001684,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001685,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001803,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001804,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001827,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004964,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004925,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001445,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001620,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004939,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001549,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001550,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001898,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001879,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001584,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001593,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001775,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001776,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001759,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001760,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001761,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004941,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001641,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001601,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001680,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001556,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001557,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001678,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001732,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001546,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001547,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001710,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001711,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004747,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004959,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001836,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001810,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001435,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001637,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001638,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001558,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001488,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001626,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001426,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001504,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001505,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001506,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001507,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004943,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001613,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001614,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001444,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004928,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001595,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001536,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001537,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001540,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001541,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001866,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001661,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001778,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001777,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001572,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001568,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001569,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001518,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001519,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001629,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001630,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001631,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001779,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001780,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001441,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001456,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004934,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001459,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001525,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001659,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001590,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001464,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001561,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001562,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001884,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001490,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001706,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001707,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004974,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004996,Ringling Bros.,Barnum,Bailey Bros.,
 ht2005003,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004982,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001407,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001839,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001854,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001880,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001828,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001405,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001658,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001642,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001643,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001644,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001645,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001675,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001676,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001628,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001875,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001786,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001787,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004998,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001576,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004746,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001896,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001895,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001686,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001801,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001400,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001559,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001560,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001670,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001672,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001604,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001605,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001471,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001489,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001646,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004933,Ringling Bros.,Barnum,Bailey Bros.,
 ht2004940,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001749,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001750,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001751,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001656,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001862,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001565,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001772,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001773,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001774,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001814,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001882,Ringling Bros.,Barnum,Bailey Bros.,
 ht2001234,O'Brien,Hunderberger,Astley,
 ht2001235,O'Brien,Hunderberger,Astley,
 ht2003812,Bostock,Wombwell,,
 ht2005106,Bostock,Wombwell,,
 ht2003811,Bostock,Wombwell,,
 ht2004239,Bostock,Wombwell,,
 ht2004235,Bostock,Wombwell,,
 ht2004238,Bostock,Wombwell,,
 ht2002435,Sig Sautelle,Welsh Bros.,,
 ht2002508,Parker,Watts,,
 ht2002504,Parker,Watts,,
 ht2002503,Parker,Watts,,
 ht2002505,Parker,Watts,,
 ht2002506,Parker,Watts,,
 ht2002507,Parker,Watts,,
 ht2003435,Milrus,Warner,,
 ht2003302,Clark Bros.,Walters,,
 ht2003303,Clark Bros.,Walters,,
 ht2003304,Clark Bros.,Walters,,
 ht2003307,Clark Bros.,Walters,,
 ht2003319,Clark Bros.,Walters,,
 ht2003310,Clark Bros.,Walters,,
 ht2003308,Clark Bros.,Walters,,
 ht2003312,Clark Bros.,Walters,,
 ht2003309,Clark Bros.,Walters,,
 ht2003311,Clark Bros.,Walters,,
 ht2003315,Clark Bros.,Walters,,
 ht2003320,Clark Bros.,Walters,,
 ht2003322,Clark Bros.,Walters,,
 ht2003326,Clark Bros.,Walters,,
 ht2003314,Clark Bros.,Walters,,
 ht2003323,Clark Bros.,Walters,,
 ht2003316,Clark Bros.,Walters,,
 ht2003324,Clark Bros.,Walters,,
 ht2003321,Clark Bros.,Walters,,
 ht2003318,Clark Bros.,Walters,,
 ht2003305,Clark Bros.,Walters,,
 ht2003306,Clark Bros.,Walters,,
 ht2003317,Clark Bros.,Walters,,
 ht2003325,Clark Bros.,Walters,,
 ht2003313,Clark Bros.,Walters,,
 ht2000801,Hagenbeck,Wallace Bros. ,,
 ht2000804,Hagenbeck,Wallace Bros. ,,
 ht2000761,Hagenbeck,Wallace Bros. ,,
 ht2000829,Hagenbeck,Wallace Bros. ,,
 ht2000790,Hagenbeck,Wallace Bros. ,,
 ht2000852,Hagenbeck,Wallace Bros. ,,
 ht2000837,Hagenbeck,Wallace Bros. ,,
 ht2000838,Hagenbeck,Wallace Bros. ,,
 ht2000768,Hagenbeck,Wallace Bros. ,,
 ht2000857,Hagenbeck,Wallace Bros. ,,
 ht2000859,Hagenbeck,Wallace Bros. ,,
 ht2000860,Hagenbeck,Wallace Bros. ,,
 ht2000844,Hagenbeck,Wallace Bros. ,,
 ht2000845,Hagenbeck,Wallace Bros. ,,
 ht2000865,Hagenbeck,Wallace Bros. ,,
 ht2000819,Hagenbeck,Wallace Bros. ,,
 ht2000820,Hagenbeck,Wallace Bros. ,,
 ht2000821,Hagenbeck,Wallace Bros. ,,
 ht2000789,Hagenbeck,Wallace Bros. ,,
 ht2000793,Hagenbeck,Wallace Bros. ,,
 ht2004889,Hagenbeck,Wallace Bros. ,,
 ht2000779,Hagenbeck,Wallace Bros. ,,
 ht2000856,Hagenbeck,Wallace Bros. ,,
 ht2000788,Hagenbeck,Wallace Bros. ,,
 ht2000797,Hagenbeck,Wallace Bros. ,,
 ht2000798,Hagenbeck,Wallace Bros. ,,
 ht2000810,Hagenbeck,Wallace Bros. ,,
 ht2000818,Hagenbeck,Wallace Bros. ,,
 ht2000757,Hagenbeck,Wallace Bros. ,,
 ht2000817,Hagenbeck,Wallace Bros. ,,
 ht2000835,Hagenbeck,Wallace Bros. ,,
 ht2000836,Hagenbeck,Wallace Bros. ,,
 ht2000830,Hagenbeck,Wallace Bros. ,,
 ht2000831,Hagenbeck,Wallace Bros. ,,
 ht2000809,Hagenbeck,Wallace Bros. ,,
 ht2000850,Hagenbeck,Wallace Bros. ,,
 ht2000851,Hagenbeck,Wallace Bros. ,,
 ht2000776,Hagenbeck,Wallace Bros. ,,
 ht2000763,Hagenbeck,Wallace Bros. ,,
 ht2000823,Hagenbeck,Wallace Bros. ,,
 ht2000864,Hagenbeck,Wallace Bros. ,,
 ht2000756,Hagenbeck,Wallace Bros. ,,
 ht2000866,Hagenbeck,Wallace Bros. ,,
 ht2000803,Hagenbeck,Wallace Bros. ,,
 ht2000773,Hagenbeck,Wallace Bros. ,,
 ht2000774,Hagenbeck,Wallace Bros. ,,
 ht2000771,Hagenbeck,Wallace Bros. ,,
 ht2000772,Hagenbeck,Wallace Bros. ,,
 ht2000848,Hagenbeck,Wallace Bros. ,,
 ht2000822,Hagenbeck,Wallace Bros. ,,
 ht2000824,Hagenbeck,Wallace Bros. ,,
 ht2000825,Hagenbeck,Wallace Bros. ,,
 ht2000826,Hagenbeck,Wallace Bros. ,,
 ht2000827,Hagenbeck,Wallace Bros. ,,
 ht2000795,Hagenbeck,Wallace Bros. ,,
 ht2000854,Hagenbeck,Wallace Bros. ,,
 ht2000855,Hagenbeck,Wallace Bros. ,,
 ht2000863,Hagenbeck,Wallace Bros. ,,
 ht2000785,Hagenbeck,Wallace Bros. ,,
 ht2000767,Hagenbeck,Wallace Bros. ,,
 ht2000802,Hagenbeck,Wallace Bros. ,,
 ht2000814,Hagenbeck,Wallace Bros. ,,
 ht2000766,Hagenbeck,Wallace Bros. ,,
 ht2000782,Hagenbeck,Wallace Bros. ,,
 ht2000828,Hagenbeck,Wallace Bros. ,,
 ht2000832,Hagenbeck,Wallace Bros. ,,
 ht2000833,Hagenbeck,Wallace Bros. ,,
 ht2000813,Hagenbeck,Wallace Bros. ,,
 ht2000769,Hagenbeck,Wallace Bros. ,,
 ht2000770,Hagenbeck,Wallace Bros. ,,
 ht2000807,Hagenbeck,Wallace Bros. ,,
 ht2000760,Hagenbeck,Wallace Bros. ,,
 ht2000780,Hagenbeck,Wallace Bros. ,,
 ht2000805,Hagenbeck,Wallace Bros. ,,
 ht2000858,Hagenbeck,Wallace Bros. ,,
 ht2000778,Hagenbeck,Wallace Bros. ,,
 ht2004888,Hagenbeck,Wallace Bros. ,,
 ht2000794,Hagenbeck,Wallace Bros. ,,
 ht2000812,Hagenbeck,Wallace Bros. ,,
 ht2000834,Hagenbeck,Wallace Bros. ,,
 ht2000861,Hagenbeck,Wallace Bros. ,,
 ht2000862,Hagenbeck,Wallace Bros. ,,
 ht2000816,Hagenbeck,Wallace Bros. ,,
 ht2000781,Hagenbeck,Wallace Bros. ,,
 ht2004620,Hagenbeck,Wallace Bros. ,,
 ht2000784,Hagenbeck,Wallace Bros. ,,
 ht2000808,Hagenbeck,Wallace Bros. ,,
 ht2000806,Hagenbeck,Wallace Bros. ,,
 ht2000792,Hagenbeck,Wallace Bros. ,,
 ht2000841,Hagenbeck,Wallace Bros. ,,
 ht2000842,Hagenbeck,Wallace Bros. ,,
 ht2000843,Hagenbeck,Wallace Bros. ,,
 ht2000759,Hagenbeck,Wallace Bros. ,,
 ht2000846,Hagenbeck,Wallace Bros. ,,
 ht2000847,Hagenbeck,Wallace Bros. ,,
 ht2000764,Hagenbeck,Wallace Bros. ,,
 ht2000765,Hagenbeck,Wallace Bros. ,,
 ht2000775,Hagenbeck,Wallace Bros. ,,
 ht2000791,Hagenbeck,Wallace Bros. ,,
 ht2000796,Hagenbeck,Wallace Bros. ,,
 ht2000786,Hagenbeck,Wallace Bros. ,,
 ht2000787,Hagenbeck,Wallace Bros. ,,
 ht2000849,Hagenbeck,Wallace Bros. ,,
 ht2000762,Hagenbeck,Wallace Bros. ,,
 ht2000811,Hagenbeck,Wallace Bros. ,,
 ht2000853,Hagenbeck,Wallace Bros. ,,
 ht2000777,Hagenbeck,Wallace Bros. ,,
 ht2000839,Hagenbeck,Wallace Bros. ,,
 ht2000840,Hagenbeck,Wallace Bros. ,,
 ht2000800,Hagenbeck,Wallace Bros. ,,
 ht2000799,Hagenbeck,Wallace Bros. ,,
 ht2000783,Hagenbeck,Wallace Bros. ,,
 ht2003257,Hagen Bros.,Wallace Bros. ,,
 ht2003259,Hagen Bros.,Wallace Bros. ,,
 ht2003250,Hagen Bros.,Wallace Bros. ,,
 ht2003251,Hagen Bros.,Wallace Bros. ,,
 ht2003248,Hagen Bros.,Wallace Bros. ,,
 ht2003255,Hagen Bros.,Wallace Bros. ,,
 ht2003258,Hagen Bros.,Wallace Bros. ,,
 ht2003261,Hagen Bros.,Wallace Bros. ,,
 ht2003263,Hagen Bros.,Wallace Bros. ,,
 ht2003256,Hagen Bros.,Wallace Bros. ,,
 ht2003260,Hagen Bros.,Wallace Bros. ,,
 ht2003262,Hagen Bros.,Wallace Bros. ,,
 ht2003252,Hagen Bros.,Wallace Bros. ,,
 ht2003253,Hagen Bros.,Wallace Bros. ,,
 ht2003254,Hagen Bros.,Wallace Bros. ,,
 ht2003249,Hagen Bros.,Wallace Bros. ,,
 ht2002397,Cristiani Bros.,Wallace Bros. ,,
 ht2002399,Cristiani Bros.,Wallace Bros. ,,
 ht2002401,Cristiani Bros.,Wallace Bros. ,,
 ht2002396,Cristiani Bros.,Wallace Bros. ,,
 ht2002404,Cristiani Bros.,Wallace Bros. ,,
 ht2002398,Cristiani Bros.,Wallace Bros. ,,
 ht2002405,Cristiani Bros.,Wallace Bros. ,,
 ht2002402,Cristiani Bros.,Wallace Bros. ,,
 ht2002403,Cristiani Bros.,Wallace Bros. ,,
 ht2002395,Cristiani Bros.,Wallace Bros. ,,
 ht2002394,Cristiani Bros.,Wallace Bros. ,,
 ht2002400,Cristiani Bros.,Wallace Bros. ,,
 ht2002030,Beatty Bros. ,Wallace Bros. ,,
 ht2002029,Beatty Bros. ,Wallace Bros. ,,
 ht2000727,Charles Reiche,Van Amburgh,,
 ht2000726,Charles Reiche,Van Amburgh,,
 ht2000728,Charles Reiche,Van Amburgh,,
 ht2000725,Charles Reiche,Van Amburgh,,
 ht2002674,Seils,Sterling Bros.,,
 ht2002697,Seils,Sterling Bros.,,
 ht2002694,Seils,Sterling Bros.,,
 ht2002692,Seils,Sterling Bros.,,
 ht2002675,Seils,Sterling Bros.,,
 ht2002690,Seils,Sterling Bros.,,
 ht2002696,Seils,Sterling Bros.,,
 ht2002673,Seils,Sterling Bros.,,
 ht2002695,Seils,Sterling Bros.,,
 ht2002679,Seils,Sterling Bros.,,
 ht2002671,Seils,Sterling Bros.,,
 ht2002680,Seils,Sterling Bros.,,
 ht2002681,Seils,Sterling Bros.,,
 ht2002683,Seils,Sterling Bros.,,
 ht2002684,Seils,Sterling Bros.,,
 ht2002691,Seils,Sterling Bros.,,
 ht2002688,Seils,Sterling Bros.,,
 ht2002689,Seils,Sterling Bros.,,
 ht2002676,Seils,Sterling Bros.,,
 ht2002677,Seils,Sterling Bros.,,
 ht2002685,Seils,Sterling Bros.,,
 ht2002672,Seils,Sterling Bros.,,
 ht2002693,Seils,Sterling Bros.,,
 ht2002678,Seils,Sterling Bros.,,
 ht2002686,Seils,Sterling Bros.,,
 ht2002687,Seils,Sterling Bros.,,
 ht2002698,Seils,Sterling Bros.,,
 ht2002699,Seils,Sterling Bros.,,
 ht2002682,Captain Seils',Sterling Bros.,,
 ht2000994,Hoons,Sparks Bros.,,
 ht2002624,Downie Bros. ,Sparks Bros.,,
 ht2002620,Downie Bros. ,Sparks Bros.,,
 ht2002621,Downie Bros. ,Sparks Bros.,,
 ht2002622,Downie Bros. ,Sparks Bros.,,
 ht2002626,Downie Bros. ,Sparks Bros.,,
 ht2002627,Downie Bros. ,Sparks Bros.,,
 ht2002628,Downie Bros. ,Sparks Bros.,,
 ht2002618,Downie Bros. ,Sparks Bros.,,
 ht2002619,Downie Bros. ,Sparks Bros.,,
 ht2002623,Downie Bros. ,Sparks Bros.,,
 ht2002625,Downie Bros. ,Sparks Bros.,,
 ht2002629,Downie Bros. ,Sparks Bros.,,
 ht2004647,Scribner,Smith,,
 ht2000551,Adam Forepaugh,Sells Bros.,,
 ht2000552,Adam Forepaugh,Sells Bros.,,
 ht2000588,Adam Forepaugh,Sells Bros.,,
 ht2000576,Adam Forepaugh,Sells Bros.,,
 ht2000589,Adam Forepaugh,Sells Bros.,,
 ht2004851,Adam Forepaugh,Sells Bros.,,
 ht2000609,Adam Forepaugh,Sells Bros.,,
 ht2004866,Adam Forepaugh,Sells Bros.,,
 ht2004864,Adam Forepaugh,Sells Bros.,,
 ht2000567,Adam Forepaugh,Sells Bros.,,
 ht2000611,Adam Forepaugh,Sells Bros.,,
 ht2000566,Adam Forepaugh,Sells Bros.,,
 ht2000615,Adam Forepaugh,Sells Bros.,,
 ht2000575,Adam Forepaugh,Sells Bros.,,
 ht2000586,Adam Forepaugh,Sells Bros.,,
 ht2000561,Adam Forepaugh,Sells Bros.,,
 ht2000583,Adam Forepaugh,Sells Bros.,,
 ht2000565,Adam Forepaugh,Sells Bros.,,
 ht2000614,Adam Forepaugh,Sells Bros.,,
 ht2000598,Adam Forepaugh,Sells Bros.,,
 ht2000606,Adam Forepaugh,Sells Bros.,,
 ht2000618,Adam Forepaugh,Sells Bros.,,
 ht2000559,Adam Forepaugh,Sells Bros.,,
 ht2004865,Adam Forepaugh,Sells Bros.,,
 ht2004862,Adam Forepaugh,Sells Bros.,,
 ht2000587,Adam Forepaugh,Sells Bros.,,
 ht2000553,Adam Forepaugh,Sells Bros.,,
 ht2000570,Adam Forepaugh,Sells Bros.,,
 ht2000591,Adam Forepaugh,Sells Bros.,,
 ht2000585,Adam Forepaugh,Sells Bros.,,
 ht2000580,Adam Forepaugh,Sells Bros.,,
 ht2000582,Adam Forepaugh,Sells Bros.,,
 ht2000613,Adam Forepaugh,Sells Bros.,,
 ht2000590,Adam Forepaugh,Sells Bros.,,
 ht2000574,Adam Forepaugh,Sells Bros.,,
 ht2000554,Adam Forepaugh,Sells Bros.,,
 ht2000544,Adam Forepaugh,Sells Bros.,,
 ht2004537,Adam Forepaugh,Sells Bros.,,
 ht2000560,Adam Forepaugh,Sells Bros.,,
 ht2000563,Adam Forepaugh,Sells Bros.,,
 ht2000549,Adam Forepaugh,Sells Bros.,,
 ht2000612,Adam Forepaugh,Sells Bros.,,
 ht2000617,Adam Forepaugh,Sells Bros.,,
 ht2004871,Adam Forepaugh,Sells Bros.,,
 ht2000584,Adam Forepaugh,Sells Bros.,,
 ht2000595,Adam Forepaugh,Sells Bros.,,
 ht2000564,Adam Forepaugh,Sells Bros.,,
 ht2000568,Adam Forepaugh,Sells Bros.,,
 ht2000578,Adam Forepaugh,Sells Bros.,,
 ht2000581,Adam Forepaugh,Sells Bros.,,
 ht2000604,Adam Forepaugh,Sells Bros.,,
 ht2000545,Adam Forepaugh,Sells Bros.,,
 ht2000610,Adam Forepaugh,Sells Bros.,,
 ht2000573,Adam Forepaugh,Sells Bros.,,
 ht2000550,Adam Forepaugh,Sells Bros.,,
 ht2000592,Adam Forepaugh,Sells Bros.,,
 ht2000543,Adam Forepaugh,Sells Bros.,,
 ht2000608,Adam Forepaugh,Sells Bros.,,
 ht2004538,Adam Forepaugh,Sells Bros.,,
 ht2000597,Adam Forepaugh,Sells Bros.,,
 ht2004869,Adam Forepaugh,Sells Bros.,,
 ht2000579,Adam Forepaugh,Sells Bros.,,
 ht2000603,Adam Forepaugh,Sells Bros.,,
 ht2000599,Adam Forepaugh,Sells Bros.,,
 ht2000601,Adam Forepaugh,Sells Bros.,,
 ht2004870,Adam Forepaugh,Sells Bros.,,
 ht2000547,Adam Forepaugh,Sells Bros.,,
 ht2000605,Adam Forepaugh,Sells Bros.,,
 ht2004868,Adam Forepaugh,Sells Bros.,,
 ht2004536,Adam Forepaugh,Sells Bros.,,
 ht2000548,Adam Forepaugh,Sells Bros.,,
 ht2004867,Adam Forepaugh,Sells Bros.,,
 ht2000571,Adam Forepaugh,Sells Bros.,,
 ht2000577,Adam Forepaugh,Sells Bros.,,
 ht2000569,Adam Forepaugh,Sells Bros.,,
 ht2000558,Adam Forepaugh,Sells Bros.,,
 ht2000616,Adam Forepaugh,Sells Bros.,,
 ht2004548,Adam Forepaugh,Sells Bros.,,
 ht2000600,Adam Forepaugh,Sells Bros.,,
 ht2000557,Adam Forepaugh,Sells Bros.,,
 ht2000596,Adam Forepaugh,Sells Bros.,,
 ht2000594,Adam Forepaugh,Sells Bros.,,
 ht2000593,Adam Forepaugh,Sells Bros.,,
 ht2000555,Adam Forepaugh,Sells Bros.,,
 ht2000572,Adam Forepaugh,Sells Bros.,,
 ht2000562,Adam Forepaugh,Sells Bros.,,
 ht2000602,Adam Forepaugh,Sells Bros.,,
 ht2000607,Adam Forepaugh,Sells Bros.,,
 ht2000556,Adam Forepaugh,Sells Bros.,,
 ht2004863,Adam Forepaugh,Sells Bros.,,
 ht2002433,Wheeler,Sautelle,,
 ht2002431,Wheeler,Sautelle,,
 ht2002432,Wheeler,Sautelle,,
 ht2002434,Wheeler,Sautelle,,
 ht2002876,Tom Mix,Sam B. Dills,,
 ht2002872,Tom Mix,Sam B. Dills,,
 ht2002873,Tom Mix,Sam B. Dills,,
